11:34.2	LOCATION	user_ZHolyzhyqe	rotation_parent	"ORIGIN(x,y,z):"	-0.1132096	-0.0242443	-0.01863196	"Direction(x,y,z):"	0.07281293	-0.1947997	0.9781367
11:35.1	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	-0.1132096	-0.0242443	-0.01863196	"Direction(x,y,z):"	0.07281294	-0.1947997	0.9781367
11:41.2	LOCATION	user_ZHolyzhyqe	floor	"ORIGIN(x,y,z):"	0.6344317	-0.1181983	0.8029422	"Direction(x,y,z):"	-0.8018544	-0.3081971	-0.5119024
11:52.6	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	0.737854	-0.1205726	0.8239936	"Direction(x,y,z):"	-0.9382852	-0.3454317	-0.01725425
11:53.2	LOCATION	user_ZHolyzhyqe	floor	"ORIGIN(x,y,z):"	0.7347539	-0.1181088	0.8210518	"Direction(x,y,z):"	-0.9428055	-0.3323283	0.02599705
12:08.0	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	0.7165757	-0.1049488	0.8286138	"Direction(x,y,z):"	-0.932827	-0.3601771	-0.01030361
12:08.6	LOCATION	user_ZHolyzhyqe	floor	"ORIGIN(x,y,z):"	0.7220003	-0.1052219	0.8224244	"Direction(x,y,z):"	-0.9339207	-0.3555058	0.03752239
12:11.4	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	0.7290291	-0.106066	0.8300043	"Direction(x,y,z):"	-0.8715464	-0.3420661	0.3512797
12:11.9	LOCATION	user_ZHolyzhyqe	metal	"ORIGIN(x,y,z):"	0.7191059	-0.1019118	0.8387516	"Direction(x,y,z):"	-0.9308335	-0.3114784	-0.1911286
12:13.2	LOCATION	user_ZHolyzhyqe	floor	"ORIGIN(x,y,z):"	0.725439	-0.09997769	0.8458639	"Direction(x,y,z):"	-0.9433225	-0.3318244	-0.005937218
12:14.0	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	0.7314649	-0.1019305	0.8333105	"Direction(x,y,z):"	-0.9334825	-0.3574053	0.02952429
12:17.3	LOCATION	user_ZHolyzhyqe	plastic	"ORIGIN(x,y,z):"	0.7166794	-0.1071567	0.8387976	"Direction(x,y,z):"	-0.870586	-0.2886674	0.398436
12:18.5	LOCATION	user_ZHolyzhyqe	metal	"ORIGIN(x,y,z):"	0.7234769	-0.1062278	0.8389595	"Direction(x,y,z):"	-0.9201118	-0.3252929	-0.2181255
12:18.8	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	0.7239342	-0.1070033	0.8336691	"Direction(x,y,z):"	-0.8398086	-0.3982306	-0.3689631
12:21.3	LOCATION	user_ZHolyzhyqe	floor	"ORIGIN(x,y,z):"	0.6912317	-0.1149715	0.8208023	"Direction(x,y,z):"	-0.9371298	-0.3488844	-0.008217281
12:22.4	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	0.7178466	-0.1123336	0.8242396	"Direction(x,y,z):"	-0.9201348	-0.3840921	-0.07632302
12:23.0	LOCATION	user_ZHolyzhyqe	floor	"ORIGIN(x,y,z):"	0.717585	-0.1137751	0.8256681	"Direction(x,y,z):"	-0.9344265	-0.3499814	-0.06603149
12:24.8	LOCATION	user_ZHolyzhyqe	rotation_parent	"ORIGIN(x,y,z):"	0.7226995	-0.1001641	0.8201733	"Direction(x,y,z):"	-0.9965401	-0.07866084	0.02683919
12:24.9	LOCATION	user_Cepabyky	rotation_parent	"ORIGIN(x,y,z):"	-0.1391572	-0.04175773	-0.01240784	"Direction(x,y,z):"	0.4446931	-0.4150578	0.7937097
12:25.9	LOCATION	user_Cepabyky	wall 4	"ORIGIN(x,y,z):"	-0.1391572	-0.04175773	-0.01240784	"Direction(x,y,z):"	0.4446931	-0.4150578	0.7937097
12:26.3	LOCATION	user_ZHolyzhyqe	wall 4	"ORIGIN(x,y,z):"	0.6944217	-0.1056971	0.8221177	"Direction(x,y,z):"	-0.7371913	-0.4339292	-0.517933
12:26.8	LOCATION	user_ZHolyzhyqe	rotation_parent	"ORIGIN(x,y,z):"	0.6758196	-0.1045603	0.8162828	"Direction(x,y,z):"	-0.9948173	-0.07370639	0.07004225
12:31.0	LOCATION	user_Cepabyky	rotation_parent	"ORIGIN(x,y,z):"	-0.1391572	-0.04175773	-0.01240784	"Direction(x,y,z):"	0.4446931	-0.4150578	0.7937097
