07:20.4	LOCATION	user_Caecoruxa	rotation_parent	"ORIGIN(x,y,z):"	-0.06796986	-0.01634607	0.004938331	"Direction(x,y,z):"	-0.09714012	-0.230961	0.9681016
07:21.9	LOCATION	user_Caecoruxa	wall 4	"ORIGIN(x,y,z):"	-0.06796986	-0.01634607	0.004938331	"Direction(x,y,z):"	-0.09714012	-0.230961	0.9681016
07:21.9	LOCATION	user_Caecoruxa	rotation_parent	"ORIGIN(x,y,z):"	-0.06796986	-0.01634607	0.004938331	"Direction(x,y,z):"	-0.09714012	-0.230961	0.9681016
07:24.8	LOCATION	user_Caecoruxa	wall 4	"ORIGIN(x,y,z):"	-0.06796986	-0.01634607	0.004938331	"Direction(x,y,z):"	-0.09714012	-0.230961	0.9681016
07:46.6	LOCATION	user_Xumaliko	rotation_parent	"ORIGIN(x,y,z):"	-0.1101056	-0.02961905	-0.02350901	"Direction(x,y,z):"	0.1246737	-0.2348304	0.9640079
07:47.0	LOCATION	user_Caecoruxa	rotation_parent	"ORIGIN(x,y,z):"	-0.06796986	-0.01634607	0.004938331	"Direction(x,y,z):"	-0.09714012	-0.230961	0.9681016
07:49.6	LOCATION	user_Caecoruxa	wall 4	"ORIGIN(x,y,z):"	-0.06796986	-0.01634607	0.004938331	"Direction(x,y,z):"	-0.09714012	-0.230961	0.9681016
07:50.2	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	-0.1101056	-0.02961905	-0.02350901	"Direction(x,y,z):"	0.1246737	-0.2348304	0.9640079
07:51.1	LOCATION	user_Xumaliko	rotation_parent	"ORIGIN(x,y,z):"	-0.1101056	-0.02961905	-0.02350901	"Direction(x,y,z):"	0.1246737	-0.2348304	0.9640079
07:51.6	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	-0.1101056	-0.02961905	-0.02350901	"Direction(x,y,z):"	0.1246737	-0.2348304	0.9640079
07:55.8	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.6846467	-0.0324009	1.103781	"Direction(x,y,z):"	-0.9223059	-0.3864222	-0.005445361
07:57.0	LOCATION	user_Xumaliko	rotation_parent	"ORIGIN(x,y,z):"	0.6984357	-0.02673754	1.160014	"Direction(x,y,z):"	-0.9717865	-0.2352448	0.01705492
07:59.8	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.7052492	-0.03833323	1.139704	"Direction(x,y,z):"	-0.9414989	-0.3363986	-0.0203867
08:00.4	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.6868758	-0.05318156	1.143169	"Direction(x,y,z):"	-0.8902206	-0.452124	-0.05559802
08:04.5	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.727655	-0.04542048	1.149667	"Direction(x,y,z):"	-0.9291736	-0.3291551	-0.168206
08:05.1	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.7285259	-0.05411082	1.134397	"Direction(x,y,z):"	-0.8961943	-0.4083796	-0.1733842
08:05.5	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.7260944	-0.05029008	1.137599	"Direction(x,y,z):"	-0.9205135	-0.3751561	-0.1091455
08:05.8	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.7241294	-0.05063136	1.142603	"Direction(x,y,z):"	-0.9141978	-0.3907503	-0.107501
08:08.8	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.7183645	-0.03235079	1.158195	"Direction(x,y,z):"	-0.9376147	-0.3354948	-0.09122411
08:09.0	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.6996384	-0.05985954	1.151949	"Direction(x,y,z):"	-0.851473	-0.5192558	-0.07326089
08:16.6	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.6808454	-0.05631248	1.179091	"Direction(x,y,z):"	-0.9196823	-0.3881732	0.05921102
08:17.7	LOCATION	user_Xumaliko	rotation_parent	"ORIGIN(x,y,z):"	0.6979852	-0.03675383	1.157204	"Direction(x,y,z):"	-0.9744295	-0.1690883	-0.147974
08:18.3	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.6928471	-0.04315886	1.15814	"Direction(x,y,z):"	-0.9022838	-0.3332002	-0.2736083
08:18.4	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.6940634	-0.04619481	1.157511	"Direction(x,y,z):"	-0.8649726	-0.3793616	-0.3284925
08:19.4	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.9091219	-0.05788212	1.086478	"Direction(x,y,z):"	-0.2503878	-0.5031221	-0.8271483
08:20.3	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	1.043492	-0.03172591	1.059683	"Direction(x,y,z):"	-0.2107101	-0.08396731	-0.9739357
08:20.7	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.9467803	-0.03602761	1.071735	"Direction(x,y,z):"	-0.5687123	-0.2082091	-0.7957483
08:20.8	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.9371471	-0.0361616	1.075006	"Direction(x,y,z):"	-0.587811	-0.2197862	-0.7785707
08:22.3	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.7166031	-0.03740771	1.216476	"Direction(x,y,z):"	-0.8223948	-0.32518	0.4668239
08:23.3	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.6998255	-0.04400007	1.10873	"Direction(x,y,z):"	-0.7490637	-0.3277061	0.5757711
08:23.8	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.6941731	-0.04757767	1.06114	"Direction(x,y,z):"	-0.9168312	-0.3910316	0.0807144
08:25.0	LOCATION	user_Xumaliko	metal	"ORIGIN(x,y,z):"	0.7743137	-0.03880576	1.005361	"Direction(x,y,z):"	-0.8654524	-0.3120631	-0.3919296
08:25.8	LOCATION	user_Xumaliko	rotation_parent	"ORIGIN(x,y,z):"	0.7066706	-0.04147521	0.9888352	"Direction(x,y,z):"	-0.9952427	-0.09320288	0.02837563
08:26.2	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.6417472	-0.0527164	1.037127	"Direction(x,y,z):"	-0.8103571	-0.3277142	-0.4857209
08:27.0	LOCATION	user_Xumaliko	metal	"ORIGIN(x,y,z):"	0.5815471	-0.04802381	1.187061	"Direction(x,y,z):"	-0.8322191	-0.3038437	-0.4637783
08:27.7	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.5872898	-0.05123789	1.218566	"Direction(x,y,z):"	-0.8767457	-0.3393879	-0.3407826
08:28.2	LOCATION	user_Xumaliko	rotation_parent	"ORIGIN(x,y,z):"	0.6968687	-0.02696006	1.095332	"Direction(x,y,z):"	-0.9803089	-0.1712315	0.09835774
08:30.0	LOCATION	user_Xumaliko	plastic	"ORIGIN(x,y,z):"	0.6567607	-0.03679696	1.210031	"Direction(x,y,z):"	-0.9138473	-0.3182096	0.2522413
08:30.0	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.671553	-0.0454433	1.214781	"Direction(x,y,z):"	-0.8121365	-0.4410238	0.3820106
08:30.8	LOCATION	user_Xumaliko	paper	"ORIGIN(x,y,z):"	0.9152915	-0.1868962	1.566147	"Direction(x,y,z):"	-0.03072527	-0.8750358	0.483082
08:37.3	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.8783715	-0.1242575	1.504434	"Direction(x,y,z):"	-0.2431194	-0.8668697	0.4352355
08:37.3	LOCATION	user_Xumaliko	plastic	"ORIGIN(x,y,z):"	0.7450876	-0.06770612	1.357074	"Direction(x,y,z):"	-0.9015552	-0.3626876	0.2359155
08:37.4	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.7449881	-0.06756331	1.357004	"Direction(x,y,z):"	-0.9004077	-0.3634794	0.239058
08:37.5	LOCATION	user_Xumaliko	plastic	"ORIGIN(x,y,z):"	0.741734	-0.06542151	1.351673	"Direction(x,y,z):"	-0.8946216	-0.3629886	0.2605601
08:37.7	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.7433507	-0.06133317	1.35027	"Direction(x,y,z):"	-0.8889462	-0.3417838	0.3048908
08:38.6	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.8212044	-0.0455736	1.385049	"Direction(x,y,z):"	-0.544078	-0.2419896	0.8033805
08:39.0	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.8690411	-0.07864562	1.431647	"Direction(x,y,z):"	-0.2509896	-0.5930228	0.7650673
08:39.4	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.8608747	-0.07442469	1.428565	"Direction(x,y,z):"	-0.2764753	-0.5672347	0.7757617
08:40.7	LOCATION	user_Xumaliko	paper	"ORIGIN(x,y,z):"	0.8878736	-0.2845746	1.69753	"Direction(x,y,z):"	-0.01397789	-0.9255688	0.3783215
08:42.0	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.8313807	-0.2193133	1.653293	"Direction(x,y,z):"	-0.1917578	-0.8525106	0.4862658
08:43.0	LOCATION	user_Xumaliko	plastic	"ORIGIN(x,y,z):"	0.7008767	-0.06008566	1.365466	"Direction(x,y,z):"	-0.9185355	-0.3028864	0.2540714
08:43.4	LOCATION	user_Xumaliko	floor	"ORIGIN(x,y,z):"	0.6946088	-0.06432879	1.369889	"Direction(x,y,z):"	-0.8958738	-0.3156242	0.3127162
08:44.0	LOCATION	user_Xumaliko	wall 4	"ORIGIN(x,y,z):"	0.7105899	-0.07977992	1.383121	"Direction(x,y,z):"	-0.8459558	-0.3672351	0.3866486
